"sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH","quality"
0.5,184,48,0.99579,0.19,7.1,0.28,0.04,9.4,7.8,3.16,5
0.46,208,54,0.99572,0.38,6.2,0.25,0.045,9.1,7.9,3.17,5
0.43,155,25,0.99296,0.22,5.6,0.2,0.049,10,1.3,3.74,5
0.45,126,45,0.99051,0.33,6,0.2,0.039,11.6,1.1,3.31,7
0.32,165,35,0.9974,0.12,6.5,0.32,0.033,9,11.5,3.22,5
0.41,124,33,0.99646,0.25,5.8,0.19,0.042,9.2,10.8,3.22,6
0.44,127,42,0.9934,0.6,6.8,0.28,0.132,9.1,1.1,3.09,6
0.6,152,40,0.99095,0.27,6.3,0.34,0.024,11.9,2.5,3.35,7
0.36,197,48,0.99512,0.16,5.9,0.29,0.044,9.4,7.9,3.21,5
0.59,148,43,0.9912,0.34,6.5,0.18,0.04,11.5,1.6,3.32,8
0.58,177,54,0.9991,0.29,6.6,0.35,0.044,8.9,14.4,3.17,6
0.37,207,52,0.99587,0.26,7.3,0.25,0.048,9.2,7.2,3.12,5
0.55,127,48,0.99693,0.33,7.3,0.26,0.057,10,11.8,3.1,6
0.49,136,43,0.9938,0.34,6.4,0.17,0.093,9.6,1.5,3.25,6
0.43,152,38,0.9977,0.25,5.9,0.26,0.034,9.4,12.5,3.33,5
0.45,120,52.5,0.99691,0.26,5.7,0.25,0.049,9.4,12.5,3.08,6
0.56,166,25,0.99339,0.3,6.5,0.29,0.051,11.3333333333333,9.15,3.24,6
0.59,161,55,0.99546,0.31,6.4,0.31,0.045,10.2,12.9,3.02,5
0.78,110,32,0.99302,0.26,6.6,0.5,0.029,12.9,11.3,3.27,8
0.59,102,32,0.9903,0.24,7.1,0.36,0.025,12.8,1.8,3.34,6
0.51,120,65,0.99324,0.72,7.1,0.21,0.167,9.2,1.6,2.97,5
0.59,211,32,0.99587,0.31,7.1,0.2,0.053,10.4,7.4,3.31,6
0.37,158,35,0.98998,0.31,5.8,0.23,0.044,12.1,3.5,3.19,7
0.47,159,21,0.9948,0.39,7.2,0.15,0.043,10,1.8,3.52,5
0.48,243,53,0.9982,0.49,6.4,0.37,0.045,8.5,13.3,3.14,6
0.34,41,13,0.993,0.46,8.6,0.27,0.032,10.9,6.1,2.89,5
0.4,146,25,0.99347,0.26,6.4,0.68,0.069,9.3,3.4,3.18,5
0.53,84,20,0.99046,0.38,6.7,0.15,0.037,11.4,1.7,3.09,6
0.42,138,11,0.9929,0.49,7.2,0.4,0.048,9.3,1.1,3.01,5
0.37,68,19,0.9902,0.27,6.8,0.2,0.034,11.7,1.2,3.14,4
0.51,136,36,0.99316,0.26,8,0.24,0.033,10.4,1.7,3.44,7
0.64,114,30,0.99158,0.32,7,0.28,0.032,12.8,7.75,3.12,7
0.59,164,28,0.998,0.48,10.3,0.25,0.042,9.7,2.2,3.19,5
0.47,150,31,0.99537,0.35,6.6,0.35,0.063,9.4,6,3.1,6
0.35,105,21,0.9962,0.29,7.4,0.24,0.05,9.5,10.1,3.13,5
0.57,199,49,0.99711,0.38,7.5,0.33,0.126,9.4,8.7,2.98,5
0.41,133,43,0.99924,0.36,6.5,0.23,0.038,8.8,16.3,3.26,5
0.39,139,33,1.0011,0.26,7.5,0.26,0.084,8.8,18.35,3.17,5
0.52,171,19,0.99808,0.3,6.8,0.18,0.062,9,12.8,3,7
0.38,123,30,0.9949,0.3,6.6,0.58,0.057,9,5.1,3.24,5
0.44,148,63,0.99185,0.37,6,0.14,0.032,11.2,1.2,3.32,5
0.49,151,41,0.9978,0.58,7.7,0.34,0.039,8.6,11.1,3.06,5
0.59,136,49,0.99366,0.38,5.8,0.29,0.038,11.2,10.7,3.11,6
0.75,180,51,0.9952,0.28,6.6,0.22,0.042,9.5,4.9,3.3,6
0.5,114,21,0.99784,0.71,6.8,0.19,0.042,9.5,17.5,2.85,6
0.54,103,23,0.9932,0.26,7.9,0.33,0.044,10.5,1.2,3.19,6
0.4,179,48,0.9998,0.29,6.8,0.26,0.056,9.6,16.95,3.45,5
0.37,104,26,0.9906,0.18,5.7,0.32,0.029,11,1.4,3.44,6
0.43,135,25,0.9984,0.27,7.4,0.16,0.05,8.7,15.5,2.9,7
0.38,135,54,0.99665,0.28,6.1,0.22,0.059,10.5,16.55,3.2,5
0.5,119,42,0.9924,0.23,5.9,0.3,0.038,11,4.2,3.15,5
0.47,195,68,0.9982,0.5,7.2,0.31,0.056,9.2,13.3,3.01,5
0.41,76,19,0.98964,0.32,6.5,0.15,0.036,12.3,1.3,3.18,6
0.54,102,29,0.9908,0.39,7.2,0.23,0.033,12.3,2.3,3.26,7
0.53,104,42,0.99112,0.38,7.5,0.13,0.023,11.8,1.1,3.28,6
0.42,117,16,0.98959,0.28,5.9,0.29,0.035,12.6,3.2,3.26,6
0.38,113,18,0.99366,0.26,6.5,0.29,0.04,10.2,7,3.17,6
0.6,92,41,0.99062,0.38,8.2,0.18,0.04,12,1.1,2.88,6
0.58,248,61,0.99794,0.39,6.7,0.42,0.04,9.7,12.1,3.31,5
0.53,215,45,0.9965,0.39,7.6,0.34,0.04,9.2,7.6,3.11,6
0.46,103,35,0.9911,0.32,6.8,0.35,0.048,12,2.4,3.28,8
0.57,95,31,0.99036,0.24,6.2,0.21,0.051,11.3,1.2,3.24,6
0.64,190,29,0.9991,0.4,8,0.43,0.168,9.2,12.4,3.07,5
0.49,168,38,0.9945,0.22,7,0.21,0.048,10.4,5.1,3.34,6
0.45,115,29,0.99469,0.28,6.7,0.18,0.039,10.9,10.2,3.11,7
0.53,159,49,0.9919,0.2,6,0.33,0.031,11,1.8,3.41,6
0.39,117,23,0.99172,0.22,6.3,0.41,0.035,11.94,7.3,3.2,7
0.58,97,26,0.99148,0.28,7.3,0.4,0.037,12.6,6.5,3.16,7
0.34,118,15,0.9954,0.45,8.2,0.61,0.03,9.6,5.4,3.14,5
0.68,117,30,0.99158,0.31,6.3,0.21,0.043,11,1.2,3.49,6
0.35,109,20,0.99262,0.32,6.7,0.24,0.023,12.6,9,3.34,6
0.49,64,22,0.99362,0.35,7.9,0.25,0.039,10.7,6.7,2.93,5
0.45,156,35,0.9945,0.49,6.7,0.29,0.034,9.9,4.7,3.13,6
0.38,101,33,0.9927,0.42,6.5,0.21,0.059,9.7,1.1,3.12,6
0.79,140,38,0.998,0.36,7.3,0.28,0.04,9.6,12.7,3.3,6
0.33,162,42,0.9903,0.34,7.6,0.37,0.028,12.4,3.2,3.01,6
0.4,170,70,0.9934,0.37,6.1,0.31,0.031,11.7,8.4,3.42,8
0.36,134,50,0.9998,0.49,7.3,0.19,0.058,9.1,15.55,3.42,7
0.53,189,35,0.9986,0.34,7.1,0.26,0.067,9.1,14.4,3.07,7
0.46,113,41,0.99862,0.2,5.7,0.22,0.044,8.9,16,3.22,6
0.48,142,22,0.99518,0.29,7.1,0.47,0.024,12,14.8,3.12,8
0.55,123,28,0.9915,0.25,7.1,0.16,0.034,11.4,1.3,3.27,6
0.64,152,24,0.99615,0.3,6.7,0.34,0.059,11,8.5,3.46,7
0.56,127,34,0.9929,0.29,6.4,0.28,0.052,10.5,1.6,3.48,7
0.56,224,61,0.99683,0.29,7.3,0.51,0.034,9.5,11.3,3.14,6
0.31,113,31,0.99007,0.42,6.1,0.38,0.016,12.4,5,3.15,7
0.5,152,61,0.99139,0.24,5.9,0.23,0.038,11.3,3.8,3.31,7
0.81,134,61,0.9903,0.26,6.1,0.24,0.033,11.9,1.7,3.19,7
0.44,107,37,0.99332,0.32,6.8,0.19,0.049,10.7,7.6,3.12,7
0.36,139,30,0.99494,0.52,6,0.28,0.078,9,5,3.1,6
0.64,111,23,0.99405,0.28,7.1,0.21,0.034,10.2,2.7,3.35,4
0.45,128,35,0.9936,0.15,6,0.27,0.056,8.8,1.5,3.12,5
0.68,134,18,0.99378,0.2,5.6,0.295,0.049,10,2.2,3.21,5
0.68,117,17,0.99411,0.29,7.2,0.24,0.036,10.1,3,3.36,6
0.85,178,68,0.99935,0.37,6.8,0.22,0.051,9.3,15.2,3.4,6
0.37,120,39,0.99004,0.32,6.5,0.33,0.041,12.2,1,3.06,6
0.42,122,27,1.00295,0.28,6.8,0.45,0.031,10.6,26.05,3.06,6
0.43,160,16,0.9938,0.54,9.6,0.25,0.04,10.5,1.3,2.94,5
0.74,96,32,0.98961,0.34,6.3,0.22,0.036,11.6,1.2,3.06,6
0.53,126,26,0.99097,0.36,7.5,0.33,0.051,12.7,2.6,3.32,6
0.51,131,46,0.993,0.49,9,0.17,0.039,10.5,1,3.09,7
0.38,156,37,0.9958,0.49,7.6,0.52,0.034,11.8,14,3.14,7
0.38,144,40,1.0002,0.28,6.5,0.28,0.041,8.7,20.4,3.14,5
0.34,151,17,0.991,0.07,7,0.47,0.035,10.5,1.1,3.02,5
0.48,89,46,0.99256,0.26,7,0.18,0.044,10.7,1.4,3.39,7
0.47,126,22,0.9982,0.43,8.3,0.33,0.046,9.3,9.2,3.38,5
0.42,115,35,0.99192,0.3,8,0.28,0.03,12.3,8.4,2.93,6
0.49,129,15,0.9948,0.3,6.4,0.25,0.038,9.6,5.5,3.14,6
0.51,119,12,0.9919,0.28,6.4,0.31,0.037,10.4,1.5,3.32,7
0.53,272,138.5,0.99452,0.24,6.2,0.255,0.039,9.6,1.7,3.53,4
0.64,102,37,0.992,0.29,7.2,0.24,0.037,11,2.2,3.27,7
0.69,73,13,0.98942,0.27,6.2,0.36,0.032,12.6,3.2,2.9,7
0.5,94,20,0.9914,0.49,6.7,0.33,0.167,11.4,1.6,3.11,6
0.5,161,41,0.99256,0.22,6.3,0.25,0.048,10.5,3.3,3.16,6
0.75,145,43,1.0006,0.44,8.1,0.17,0.053,8.8,14.1,3.28,8
0.36,82,12,0.99286,0,5.9,0.54,0.032,8.8,0.8,3.25,5
0.7,51,17,0.9932,0.49,6.2,0.15,0.033,9.4,0.9,3.3,6
0.39,72,8,0.98949,0.32,6.6,0.23,0.041,12.7,1.5,3.22,6
0.35,108,9,0.9931,0.07,6,0.67,0.06,8.7,1.2,3.11,4
0.52,182,59,0.9992,0.53,7.2,0.29,0.047,9.6,18.15,3.09,5
0.62,175,97,0.99099,0.25,5.7,0.22,0.05,11.1,1.1,3.44,6
0.5,140,7,0.9926,0.38,6.3,0.27,0.051,10.5,0.9,3.45,7
0.41,133,43,0.99924,0.36,6.5,0.23,0.038,8.8,16.3,3.26,5
0.37,138,44,1.0001,0.25,6.5,0.22,0.05,8.8,17.1,3.3,5
0.62,157,28,0.9946,0.65,7.3,0.18,0.046,9.4,1.4,3.33,6
0.53,217,46,0.9985,0.31,7.5,0.24,0.049,8.8,13,3.08,5
0.54,93,27,0.992,0.37,7.9,0.44,0.033,12.6,5.85,3.16,7
0.5,79,45,0.98949,0.34,6.6,0.15,0.037,11.7,1,2.96,6
0.67,113,17,0.99052,0.35,5.7,0.4,0.026,12.4,5.1,3.18,6
0.5,160,83,0.9987,0.42,6.7,0.2,0.038,9.4,14,3.16,6
0.45,97,41,0.9919,0.41,7.2,0.18,0.048,10.4,1.2,3.14,5
0.44,83,17,0.99076,0.31,6.1,0.27,0.035,11.1,1.5,3.32,7
0.38,130,55,0.9909,0.3,5.8,0.17,0.037,11.3,1.4,3.29,6
0.36,109,23,0.99148,0.26,5.9,0.445,0.027,10.5,1.4,3.3,6
0.45,184,54,0.99572,0.5,6.5,0.25,0.047,9.2,7.6,3.17,5
0.68,90,34,0.99185,0.32,6.5,0.3,0.044,11,2,3.37,7
0.48,184,47,0.99514,0.19,6.3,0.3,0.049,9.5,7.7,3.22,5
0.44,125,51,0.9933,0.35,6.9,0.19,0.045,10.7,6.9,3.1,7
0.86,153,85,0.9909,0.34,6.2,0.16,0.038,12,1.7,3.33,7
0.48,162,32,0.9965,0.31,7,0.39,0.169,9.4,5.3,3.2,5
0.6,204,62,0.9982,0.51,7.5,0.31,0.039,9.5,14.8,3.06,5
0.71,197,49,0.9937,0.14,5.8,0.335,0.046,10.3,5.8,3.3,5
0.55,211,55,0.9962,0.28,6.6,0.28,0.052,8.9,8.5,3.09,6
0.53,184,58,1.00022,0.2,6.2,0.22,0.035,9,20.8,3.11,6
0.36,120,46,0.99704,0.3,7,0.15,0.049,9.5,13.3,3.2,7
0.55,156,35,0.9917,0.49,7.4,0.25,0.042,11.3,1.1,3.13,5
0.54,111,32,0.99455,0.34,6.7,0.28,0.048,11,8.9,3.25,7
0.54,160,36,0.9937,0.35,6.7,0.3,0.18,9.4,1.4,3.11,6
0.37,115,37,0.99328,0.29,7.6,0.27,0.059,9.8,2.5,3.09,5
0.42,105,34,0.99407,0.32,8.1,0.24,0.03,11.8,10.5,3.11,6
0.3,138,32,0.992,0.4,7.3,0.33,0.038,11.9,6.85,3.03,7
0.38,201,68,0.9956,0.38,6.6,0.26,0.17,9.4,6.5,3.19,6
0.35,65,9,0.98934,0.46,6,0.35,0.033,12.1,0.9,3.24,4
0.67,127,36,0.9934,0.31,6.4,0.18,0.049,10.4,1.6,3.6,7
0.36,146,41,1.0001,0.27,6.8,0.21,0.042,8.7,18.15,3.3,5
0.42,124,38,0.9898,0.24,6.1,0.32,0.036,12.4,1.5,3.29,7
0.53,128,34,0.98856,0.16,5.4,0.53,0.036,13.2,2.7,3.2,8
0.42,97,24,0.993,0.31,8,0.22,0.049,10.9,5.6,3.1,5
0.32,177,56,0.9928,0.4,7.2,0.29,0.024,11.5,7.6,3.04,6
0.41,173,56,0.9984,0.29,6.8,0.23,0.073,8.7,15.4,3.06,6
0.38,97,22,0.99314,0.27,6.8,0.3,0.028,11.7,11.6,2.96,6
0.42,124,29,0.99414,0.3,7.1,0.39,0.037,10.9,9.9,3.07,6
0.43,178,32,0.9955,0.26,7.8,0.4,0.059,10.9,9.5,3.04,6
0.61,183,56,1.00038,0.48,6.5,0.18,0.054,8.5,18,2.98,6
0.37,99,27,0.98959,0.25,7.8,0.28,0.024,13,3.4,2.98,6
0.67,125,43,0.99229,0.36,6.7,0.12,0.039,10.1,2.3,3.07,7
0.36,95,34,0.99272,0.3,8.5,0.18,0.028,10,1.1,2.83,4
0.5,187,39,0.99325,0.26,6,0.39,0.038,10.8,2.7,3.41,6
0.42,153,38,0.9994,0.35,6.8,0.22,0.039,9,17.5,3.24,6
0.61,136,26,0.9932,0.37,7,0.2,0.03,10.2,2,3.28,6
0.44,142,30,0.99542,0.14,5.9,0.28,0.032,9.5,8.6,3.28,6
0.38,89,18,0.9893,0.22,5.1,0.33,0.027,12.5,1.6,3.51,7
0.49,114,39,0.99036,0.37,7.1,0.36,0.019,12.7,4.8,3.08,7
0.43,221,87,0.9984,0.49,7.6,0.36,0.046,9.2,11.3,3.01,5
0.37,138,44,1.0001,0.25,6.5,0.22,0.05,8.8,17.1,3.3,5
0.48,183,77,0.99778,0.8,7.4,0.21,0.038,9,12.3,2.95,5
0.45,131,27,0.9933,0.3,7.2,0.24,0.048,10.5,1.6,3.25,5
0.53,108,34,0.99105,0.34,7.3,0.3,0.044,12.8,2.7,3.36,8
0.4,84,21,0.9929,0.52,7.7,0.17,0.017,11.9,5.9,3.14,7
0.56,152,61,0.99523,0.26,6.8,0.21,0.038,10.5,11.7,3.02,7
0.54,148,25,0.99578,0.36,7.7,0.16,0.054,10.2,5.9,3.25,6
0.31,103,33,0.98997,0.28,7.1,0.23,0.046,12,1.9,3.12,5
0.5,92,44,0.98936,0.32,6.2,0.36,0.036,13.3,4,3.2,7
0.5,188,59,0.99579,0.37,6.8,0.24,0.043,9.4,7.45,3.2,6
0.84,59,13,0.98975,0.33,5.2,0.155,0.028,11.9,1.6,3.3,8
0.46,125,24,0.9939,0.17,6.2,0.3,0.04,9,2.8,3.01,5
0.66,87,25,0.9924,0.36,6.8,0.28,0.04,10.3,1.6,3.23,6
0.55,251,21,0.99435,0.78,7,0.33,0.042,11,9.9,3.01,6
0.64,98,40,0.9898,0.32,4.8,0.13,0.042,11.8,1.2,3.42,7
0.48,167,22,0.9912,0.35,6.2,0.24,0.038,10.6,1.2,3.1,6
0.53,132,34,0.99449,0.54,7.2,0.39,0.157,9,1.4,3.11,6
0.35,124,41,0.9963,0.18,6.1,0.25,0.049,10.5,10.5,3.14,5
0.5,196,67,0.99555,0.3,7.7,0.25,0.038,10.1,7.8,3.1,5
0.41,155,20,0.9934,0.32,5.7,0.27,0.046,10.2,1.2,3.8,6
0.43,138,45,0.99174,0.24,6.2,0.39,0.037,11.2,4.8,3.23,7
0.44,150,46,0.99299,0.28,5.7,0.265,0.036,10.8,6.9,3.36,7
0.46,166,26,0.9976,0.2,5.8,0.33,0.047,8.9,16.05,3.09,5
0.49,174,28,0.99898,0.23,7.5,0.41,0.054,9.7,14.8,3.18,5
0.46,109,40,0.99075,0.38,7.2,0.4,0.03,12.6,2.2,3.27,6
0.5,139,33,0.99517,0.38,6.9,0.26,0.044,10.3,10.5,3.06,6
0.38,178,8,0.99502,0.27,6.7,0.54,0.049,9.4,7.1,3.16,4
0.36,121,17,0.9933,0.24,6.6,0.3,0.034,9.2,1.2,3.13,5
0.44,74,20,0.9931,0.49,6.2,0.27,0.05,9.8,1.4,3.32,6
0.67,131,27,0.9912,0.49,7.6,0.31,0.044,12.8,3.95,3.08,7
0.63,75,13,0.98954,0.32,6.6,0.44,0.095,12.8,3,3.1,6
0.56,76,17,0.98988,0.41,6.2,0.1,0.04,11.4,1,3.14,7
0.36,125,20,0.996,0.45,7.5,0.42,0.029,10.1,9.1,3.12,6
0.44,61,11,0.99189,0.31,8.5,0.25,0.032,11.5,2.8,3.06,6
0.41,98,27,0.9935,0.33,8,0.4,0.034,12.2,7.7,3.18,7
0.35,92,10,0.99206,0.28,6.6,0.39,0.036,12.1,9.2,3.07,6
0.59,163,57,0.99239,0.12,5.8,0.3,0.036,10.5,1.6,3.38,6
0.45,72,15,0.9894,0.21,5.1,0.39,0.027,12.5,1.7,3.5,6
0.48,72,12,0.99404,0.33,8.3,0.25,0.053,9.5,2.5,2.89,5
0.44,168,33,0.99825,0.3,7.4,0.16,0.056,8.7,13.7,2.9,7
0.38,130,29,0.9942,0.3,8.7,0.15,0.046,9.8,1.6,3.22,6
0.52,147,29,0.99482,0.4,5.4,0.375,0.054,9.1,3.3,3.42,5
0.35,86,23,0.99398,0.12,7,0.48,0.05,9,4.5,2.86,5
0.48,178,53,0.9976,0.36,7.4,0.25,0.067,9,13.2,3.01,6
0.65,101,9,0.994,0.42,8.4,0.19,0.047,11.1,1.6,3.06,4
0.6,94,37,0.98998,0.45,6.2,0.32,0.029,12.4,2.9,3.25,6
0.47,105,30,0.9909,0.24,6,0.2,0.03,11.5,1.8,3.31,6
0.58,165,21,0.994,0.13,7.1,0.55,0.073,9.2,1.7,2.97,6
0.54,117,36,0.993,0.38,6.2,0.18,0.028,9.7,1.5,3.47,6
0.5,178,66,0.9976,0.62,7.2,0.39,0.047,8.7,11,3.16,5
0.44,114,45,0.992,0.33,6.5,0.16,0.043,11.2,4.8,3.18,6
0.44,78,15,0.992,0.3,6.6,0.16,0.034,11.2,1.6,3.38,6
0.47,65,4,0.99346,0.43,6.8,0.32,0.05,10.7,1.6,3.27,5
0.54,18,3,0.99368,0.49,9.7,0.24,0.032,10,4.9,2.85,6
0.67,172,41,1.0002,0.62,8.3,0.42,0.04,9.7,19.25,2.98,5
0.41,103,20,0.99672,0.27,6.6,0.41,0.11,9,10.7,3.08,6
0.36,100,37,0.9905,0.16,5.3,0.3,0.029,11.8,4.2,3.3,8
0.67,87,36,0.9914,0,6.1,0.41,0.063,10.8,1.6,3.27,6
0.42,183,24,0.9956,0.22,5.8,0.13,0.058,11.7,12.7,3.32,6
0.61,109,17,0.99306,0.33,6.6,0.085,0.036,9.5,1.4,3.27,6
0.62,93,20,0.9934,0.15,5.7,0.33,0.05,9.9,1.9,3.38,5
0.6,216,38,0.9976,0.41,7.9,0.26,0.04,10,15.15,2.96,6
0.42,107,29,0.998,0.32,7.1,0.26,0.074,9.2,14.45,2.96,6
0.41,156,28,0.9955,0.44,6.8,0.34,0.052,9.6,6.6,3.14,5
0.46,179,64,0.9982,0.52,7.5,0.26,0.047,9,13.2,3.1,5
0.49,92,18,0.99642,0.36,6.7,0.5,0.096,9.6,11.5,3.11,5
0.43,150,60,0.99548,0.57,6.7,0.13,0.056,9.4,6.6,2.96,6
0.38,89,22,0.9966,0.32,7,0.12,0.058,9.2,7.2,3.29,6
0.69,198,81,0.9986,0.4,6.9,0.24,0.052,9.4,15.4,3.2,5
0.43,98,41,0.99,0.39,6.5,0.23,0.036,11.9,1.9,3.19,7
0.33,100,28,0.99348,0.24,6.7,0.2,0.044,10.2,6.5,3.12,6
0.34,120,32,0.9962,0.25,6.5,0.29,0.039,10.1,10.6,3.31,6
0.56,102,33,0.9918,0.28,7.7,0.43,0.046,12.2,4.5,3.16,7
0.4,68,13,0.99394,0.25,6.4,0.15,0.05,9.9,7.8,3.16,6
0.39,92,19,0.99138,0.29,8.2,0.34,0.076,12.5,5.2,2.95,6
0.45,134,34,0.9972,0.26,5.9,0.24,0.053,9.5,12.3,3.34,6
0.54,175,26,0.99662,0.38,6.7,0.5,0.046,9.6,7.5,3.32,5
0.55,102,18,0.99304,0.23,7.3,0.38,0.05,11.2,6.5,3.1,4
0.41,130,44,0.99255,0.21,6.1,0.17,0.09,9.7,1.9,3.07,5
0.54,147,45,0.99383,0.22,6.3,0.18,0.047,10,5.6,3.09,5
0.76,76,32,0.9914,0.27,6.5,0.13,0.035,11.3333333333333,2.6,3.21,6
0.5,171,50,0.9965,0.43,6.5,0.26,0.083,9,8.9,2.85,5
0.44,111,8,0.9927,0.25,6.5,0.29,0.142,9.9,2.5,3,4
0.46,194,77,0.9976,0.66,7.4,0.41,0.051,8.7,10.8,3.05,5
0.59,158,64,0.9916,0.3,7.9,0.37,0.029,12,2.7,3.12,7
0.98,120,25,0.9942,0.49,6.4,0.24,0.053,10.5,5.8,3.01,6
0.5,195,52,0.9928,0.27,7.8,0.26,0.051,10.9,1.9,3.23,6
0.53,180,26,0.99884,0.31,7.5,0.24,0.05,9.1,13.1,3.05,6
0.33,130,31,0.9918,0.43,6.3,0.22,0.038,11.5,4.55,3.35,7
0.43,117,37,0.99182,0.32,6.3,0.17,0.04,11.3,4.2,3.24,6
0.77,153,47,0.9983,0.33,6.9,0.24,0.046,9.6,12.5,3.28,6
0.59,144,37,0.99518,0.42,7,0.23,0.042,10.2,5.1,3.5,6
0.64,118,42,0.99018,0.41,6,0.24,0.036,11.75,1.3,3.04,6
0.34,126,25,0.9901,0.25,7.1,0.33,0.03,12.1,1.6,3.22,7
0.39,100,4,0.9902,0.37,7.6,0.48,0.037,11.4,0.8,3.03,4
0.44,132,27,0.9933,0.32,7.2,0.25,0.047,10.5,1.5,3.26,5
0.47,181,52,0.9984,0.31,6.6,0.25,0.059,9.8,12.4,3.51,6
0.46,112,10,0.9958,0.49,9.1,0.28,0.059,10.1,2,3.15,5
0.49,106,13,0.99331,0.6,7.9,0.3,0.048,11.85,1.85,3.24,5
0.44,82,27,0.99045,0.34,6.9,0.25,0.035,12.2,1.3,3.18,6
0.73,150,67,0.9907,0.44,6.4,0.15,0.043,11.2,1.2,3.14,7
0.65,107,23,0.9939,0.29,7.4,0.17,0.047,10.4,1.4,3.52,6
0.64,197,29,0.998,0.7,8.4,0.4,0.042,9.7,13.1,3.06,5
0.49,252,58,0.99806,0.55,6.3,0.695,0.056,8.7,12.9,3.29,5
0.32,24,6,0.9926,0.49,8.9,0.13,0.028,9.9,1,2.91,5
0.5,148,9,0.99441,0.35,6.4,0.35,0.034,9.8,5.6,3.17,4
0.35,136,22,0.9986,0.53,6.6,0.22,0.052,9.4,15.1,2.94,5
0.44,167,43,0.9953,0.4,6.3,0.29,0.039,9.3,6.5,3.15,6
0.34,122,37,0.99228,0.26,7,0.22,0.027,12.5,9.2,3.06,8
0.48,67,20,0.99112,0.29,5.6,0.175,0.043,9.9,0.8,3.28,6
0.53,149,34,0.99472,0.48,6.3,0.3,0.053,9.8,7.4,3.18,5
0.52,94,9,0.99092,0.28,5.8,0.18,0.034,11.2,1.3,3.21,6
0.51,115,32,0.99076,0.24,5.9,0.23,0.037,11.4,1.6,3.21,6
0.53,189,35,0.9986,0.34,7.1,0.26,0.067,9.1,14.4,3.07,7
0.54,170,40,0.9938,0.27,6,0.24,0.048,10,1.9,3.64,7
0.41,205,58,0.99495,0.33,5.9,0.29,0.037,9.6,7.4,3.26,5
0.4,132,40,0.99186,0.27,5.3,0.36,0.028,11.6,6.3,3.37,6
0.48,164,52,0.99488,0.44,6.4,0.33,0.055,9.6,8.9,3.1,5
0.59,149,55,0.9937,0.41,6,0.29,0.048,10.9666666666667,10.8,3.09,7
0.53,120,8,0.99767,0.25,6.2,0.2,0.055,9.6,15,3.19,6
0.48,121,29,0.99111,0.34,6.5,0.28,0.04,12.1,3.6,3.28,7
0.62,131,37,0.99566,0.09,6.6,0.28,0.051,9.5,10.9,2.93,6
0.61,191,28,0.9971,0.25,6.9,0.38,0.04,9.2,9.8,3.28,5
0.4,197,61,0.9932,0.42,5.7,0.45,0.051,9,1.1,3.02,5
0.41,228,49,0.9974,0.34,9.2,0.27,0.043,10.4,10.5,3.04,6
0.5,210,62,0.9968,0.47,6.2,0.25,0.048,9.5,11.6,3.19,5
0.53,140,46,0.998,0.31,7.8,0.18,0.053,8.9,12.2,3.06,6
0.46,172,26,0.99755,0.39,7.1,0.23,0.058,9,13.7,2.9,6
0.48,112,17,0.99324,0.21,4.8,0.21,0.037,12.2,10.2,3.66,7
0.39,100,36,0.99064,0.28,6.7,0.28,0.012,11.7,2.4,3.26,7
0.55,185,45,0.9966,0.28,7,0.21,0.07,9.4,7.5,3.34,5
0.6,151,41,0.99604,0.24,6.4,0.38,0.047,9.2,7.2,3.11,5
0.68,181,37,0.998,0.56,10.7,0.22,0.044,9.5,8.2,2.87,6
0.43,183,27,0.99266,0.32,6.2,0.3,0.054,10.1,1.3,3.3,5
0.49,171,43.5,0.9948,0.26,8.6,0.36,0.03,12,11.1,3.03,5
0.37,138,44,1.0001,0.25,6.5,0.22,0.05,8.8,17.1,3.3,5
0.48,130,24,0.9944,0.22,7.8,0.28,0.056,9.5,1.4,3.28,5
0.35,87,24,0.99044,0.39,7.3,0.2,0.048,12,2.3,2.94,6
0.47,150,18,0.9917,0.49,7.4,0.16,0.055,11.2,1.2,3.23,6
0.52,68,15,0.99163,0.32,6.6,0.25,0.039,11.1,5.6,2.96,6
0.38,72,20,0.9922,0.33,7.9,0.18,0.033,10.5,1.2,3.12,7
0.38,139,46,0.99116,0.49,7.7,0.27,0.037,11.6,3.8,3.04,6
0.75,180,51,0.9952,0.28,6.6,0.22,0.042,9.5,4.9,3.3,6
0.46,191,25,0.99338,0.28,7.1,0.28,0.03,12.2,8.5,3.16,7
0.39,92,30,0.9914,0.28,7.2,0.24,0.032,10.9,1.9,3.1,6
0.61,82,29,0.99065,0.3,6.2,0.3,0.041,11.8,2.5,3.31,7
0.43,82,20,0.99274,0.38,6.5,0.36,0.028,12.1,10.2,3.1,7
0.81,150,44,0.9968,0.74,6.9,0.34,0.069,9.2,11.2,3,5
0.74,132,51,0.99059,0.42,6.8,0.11,0.042,11.3,1.1,3.18,7
0.38,82,26,0.993,0.17,6.8,0.17,0.049,9.8,5.1,3,6
0.52,103,17,0.99305,0.31,7.2,0.19,0.034,11.4,6.3,3.15,7
0.37,198,68,0.9988,0.46,8.7,0.34,0.055,9.5,13.8,3.36,6
0.35,181,67,0.99435,0.19,6.4,0.28,0.042,10.2,5.4,3.31,6
0.51,183,61,0.99592,0.47,6.3,0.28,0.04,9.5,11.2,3.12,6
